排名,MovieID,电影名,周票房,总票房,本周人次,上映天数,票价均价,平均上座人数,票房环比变化,场次环比变化,观影人次环比变化,排名变化,口碑指数,票房日期,单周总票房,单周总场次,单周总人次,页面网址,当前时间
8,677543,老爸102岁,714,2984,25,10,29,2,-68,-4,-68,-2,7.65,2018/12/3至2018-12-09,93524,2172164,2626,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/12/3,31:03.2
9,671046,神奇动物：格林德沃之罪,682,39815,18,24,38,3,-77,-56,-77,-4,7.2,2018/12/3至2018-12-09,93524,2172164,2626,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/12/3,31:03.2
10,657107,摘金奇缘,317,1116,9,10,35,2,-60,-32,-62,-2,6.55,2018/12/3至2018-12-09,93524,2172164,2626,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/12/3,31:03.2
1,678587,无名之辈,27802,62441,802,17,35,14,0,18,0,9999,7.87,2018/11/26至2018-12-02,68630,2289099,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/26,31:04.4
2,662209,毒液：致命守护者,13634,181540,394,24,35,9,-46,-31,-46,9999,7.39,2018/11/26至2018-12-02,68630,2289099,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/26,31:04.4
3,678471,无敌破坏王2：大闹互联网,10153,23721,285,10,36,9,-25,46,-25,9999,8.23,2018/11/26至2018-12-02,68630,2289099,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/26,31:04.4
4,682016,憨豆特工3,6801,14754,223,10,31,8,-14,61,-15,1,6.71,2018/11/26至2018-12-02,68630,2289099,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/26,31:04.4
5,671046,神奇动物：格林德沃之罪,2935,39133,76,17,39,6,-71,-68,-72,-1,7.2,2018/11/26至2018-12-02,68630,2289099,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/26,31:04.5
6,677543,老爸102岁,2234,2270,77,3,29,6,0,0,0,0,0,2018/11/26至2018-12-02,68630,2289099,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/26,31:04.5
7,655975,亡命救赎,1135,1136,38,3,29,4,0,0,0,0,0,2018/11/26至2018-12-02,68630,2289099,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/26,31:04.5
8,657107,摘金奇缘,799,799,24,3,33,4,0,0,0,0,0,2018/11/26至2018-12-02,68630,2289099,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/26,31:04.5
9,663152,中国蓝盔,504,1548,17,10,29,3,-52,-9,-51,-3,3.89,2018/11/26至2018-12-02,68630,2289099,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/26,31:04.5
10,683620,生活万岁,289,334,8,6,36,9,0,0,0,0,0,2018/11/26至2018-12-02,68630,2289099,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/26,31:04.6
1,678587,无名之辈,27901,34639,799,10,35,16,314,321,310,2,7.97,2018/11/19至2018-11-25,88926,2227289,2571,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/19,31:05.5
2,662209,毒液：致命守护者,25242,167906,725,17,35,11,-62,-35,-61,-1,7.4,2018/11/19至2018-11-25,88926,2227289,2571,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/19,31:05.6
3,678471,无敌破坏王2：大闹互联网,13566,13568,382,3,36,17,0,0,0,0,0,2018/11/19至2018-11-25,88926,2227289,2571,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/19,31:05.6
4,671046,神奇动物：格林德沃之罪,10111,36198,269,10,38,7,-61,8,-61,-2,7.29,2018/11/19至2018-11-25,88926,2227289,2571,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/19,31:05.6
5,682016,憨豆特工3,7953,7953,262,3,30,15,0,0,0,0,0,2018/11/19至2018-11-25,88926,2227289,2571,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/19,31:05.6
6,663152,中国蓝盔,1044,1045,35,3,29,5,0,0,0,0,0,2018/11/19至2018-11-25,88926,2227289,2571,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/19,31:05.6
7,677066,名侦探柯南：零的执行人,559,12583,18,17,31,3,-86,-77,-86,-3,6.32,2018/11/19至2018-11-25,88926,2227289,2571,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/19,31:05.7
8,677693,你好，之华,479,7907,13,17,37,3,-86,-77,-86,-3,7.1,2018/11/19至2018-11-25,88926,2227289,2571,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/19,31:05.7
9,681602,恐龙王,326,2506,11,16,30,6,-73,-55,-72,-3,0,2018/11/19至2018-11-25,88926,2227289,2571,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/19,31:05.7
10,631011,克隆人,290,290,10,3,30,4,0,0,0,0,0,2018/11/19至2018-11-25,88926,2227289,2571,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/19,31:05.7
1,662209,毒液：致命守护者,65802,142664,1872,10,35,18,-14,86,-11,9999,7.4,2018/11/12至2018-11-18,110030,2210737,3115,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/12,31:07.0
2,671046,神奇动物：格林德沃之罪,26087,26087,695,3,38,20,0,0,0,0,0,2018/11/12至2018-11-18,110030,2210737,3115,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/12,31:07.1
3,678587,无名之辈,6738,6738,195,3,35,16,0,0,0,0,0,2018/11/12至2018-11-18,110030,2210737,3115,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/12,31:07.1
4,677066,名侦探柯南：零的执行人,3928,12025,128,10,31,5,-51,28,-52,-2,6.33,2018/11/12至2018-11-18,110030,2210737,3115,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/12,31:07.1
5,677693,你好，之华,3385,7428,94,10,36,5,-16,47,-16,-1,7.72,2018/11/12至2018-11-18,110030,2210737,3115,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/12,31:07.1
6,681602,恐龙王,1194,2181,39,9,31,9,21,64,22,2,0,2018/11/12至2018-11-18,110030,2210737,3115,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/12,31:07.1
7,675591,飓风奇劫,438,9476,15,17,30,3,-89,-81,-89,-4,6.07,2018/11/12至2018-11-18,110030,2210737,3115,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/12,31:07.2
8,681172,胡桃夹子和四个王国,285,11213,8,17,34,3,-89,-89,-89,-3,6.36,2018/11/12至2018-11-18,110030,2210737,3115,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/12,31:07.2
9,682896,流浪猫鲍勃,252,5266,8,17,32,4,-88,-85,-88,-3,7.65,2018/11/12至2018-11-18,110030,2210737,3115,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/12,31:07.2
10,682895,雪怪大冒险,226,7508,7,31,32,9,-46,-71,-44,2,7.6,2018/11/12至2018-11-18,110030,2210737,3115,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/12,31:07.2
1,662209,毒液：致命守护者,76679,76862,2112,3,36,38,0,0,0,0,0,2018/11/5至2018-11-11,105810,2298546,3020,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/5,31:09.7
2,677066,名侦探柯南：零的执行人,8088,8097,266,3,30,14,0,0,0,0,0,2018/11/5至2018-11-11,105810,2298546,3020,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/5,31:09.7
3,675591,飓风奇劫,4147,9038,135,10,31,5,-15,91,-16,1,6.16,2018/11/5至2018-11-11,105810,2298546,3020,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/5,31:09.7
4,677693,你好，之华,4036,4043,112,3,36,9,0,0,0,0,0,2018/11/5至2018-11-11,105810,2298546,3020,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/5,31:09.8
5,681172,胡桃夹子和四个王国,2673,10928,77,10,35,3,-68,13,-68,-4,6.7,2018/11/5至2018-11-11,105810,2298546,3020,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/5,31:09.8
6,682896,流浪猫鲍勃,2114,5014,66,10,32,5,-27,64,-26,-1,7.65,2018/11/5至2018-11-11,105810,2298546,3020,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/5,31:09.8
7,678141,无双,1590,127167,49,43,32,5,-70,-53,-69,-4,7.84,2018/11/5至2018-11-11,105810,2298546,3020,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/5,31:09.8
8,681602,恐龙王,986,986,32,2,31,12,0,0,0,0,0,2018/11/5至2018-11-11,105810,2298546,3020,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/5,31:09.9
9,657847,铁血战士,983,21647,27,17,36,2,-86,-73,-86,-7,5.88,2018/11/5至2018-11-11,105810,2298546,3020,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/5,31:09.9
10,616870,冰封侠:时空行者,702,3421,22,10,32,2,-74,-16,-74,-3,3.9,2018/11/5至2018-11-11,105810,2298546,3020,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/11/5,31:09.9
1,681172,胡桃夹子和四个王国,8255,8255,239,3,35,10,0,0,0,0,0,2018/10/29至2018-11-04,44999,2299903,1373,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/29,31:12.3
2,657847,铁血战士,7052,20664,201,10,35,4,-48,32,-48,-1,5.79,2018/10/29至2018-11-04,44999,2299903,1373,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/29,31:12.3
3,678141,无双,5257,125577,160,36,33,7,-45,-42,-45,-1,7.84,2018/10/29至2018-11-04,44999,2299903,1373,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/29,31:12.3
4,675591,飓风奇劫,4890,4890,161,3,30,12,0,0,0,0,0,2018/10/29至2018-11-04,44999,2299903,1373,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/29,31:12.3
5,682896,流浪猫鲍勃,2888,2900,88,3,33,10,0,0,0,0,0,2018/10/29至2018-11-04,44999,2299903,1373,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/29,31:12.4
6,631038,昨日青空,2827,8023,89,10,32,4,-43,31,-42,-3,6.1,2018/10/29至2018-11-04,44999,2299903,1373,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/29,31:12.4
7,616870,冰封侠:时空行者,2719,2719,85,3,32,6,0,0,0,0,0,2018/10/29至2018-11-04,44999,2299903,1373,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/29,31:12.4
8,677241,嗝嗝老师,2380,14123,78,24,31,7,-37,-31,-38,-3,7.85,2018/10/29至2018-11-04,44999,2299903,1373,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/29,31:12.4
9,675304,找到你,1741,28102,55,31,32,6,-56,-51,-56,-5,7.49,2018/10/29至2018-11-04,44999,2299903,1373,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/29,31:12.5
10,682341,滴答屋,1655,1655,51,4,32,4,0,0,0,0,0,2018/10/29至2018-11-04,44999,2299903,1373,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/29,31:12.5
1,657847,铁血战士,13604,13611,387,3,35,11,0,0,0,0,0,2018/10/22至2018-10-28,48065,2214024,1454,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/22,31:14.0
2,678141,无双,9546,120320,290,29,33,8,-42,-24,-41,-1,7.84,2018/10/22至2018-10-28,48065,2214024,1454,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/22,31:14.0
3,631038,昨日青空,4919,5196,154,3,32,9,0,0,0,0,0,2018/10/22至2018-10-28,48065,2214024,1454,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/22,31:14.0
4,675304,找到你,3932,26362,124,24,32,6,-44,-29,-44,-2,7.49,2018/10/22至2018-10-28,48065,2214024,1454,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/22,31:14.1
5,677241,嗝嗝老师,3801,11743,125,17,30,8,-24,-19,-24,-2,7.85,2018/10/22至2018-10-28,48065,2214024,1454,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/22,31:14.1
6,682895,雪怪大冒险,2770,5485,84,10,33,8,2,51,2,9999,7.6,2018/10/22至2018-10-28,48065,2214024,1454,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/22,31:14.1
7,680979,我的间谍前男友,1950,5991,62,10,31,3,-51,17,-52,-2,6.31,2018/10/22至2018-10-28,48065,2214024,1454,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/22,31:14.2
8,589352,影,1762,62398,49,29,36,4,-64,-52,-64,-4,7.4,2018/10/22至2018-10-28,48065,2214024,1454,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/22,31:14.2
9,666952,功夫联盟,1266,1266,39,3,33,4,0,0,0,0,0,2018/10/22至2018-10-28,48065,2214024,1454,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/22,31:14.2
10,673542,为你写诗,987,987,30,3,33,5,0,0,0,0,0,2018/10/22至2018-10-28,48065,2214024,1454,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/22,31:14.2
1,678141,无双,16508,110774,492,22,34,10,-36,-12,-31,9999,7.84,2018/10/15至2018-10-21,49405,2171566,1503,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/15,31:15.6
2,675304,找到你,7077,22430,223,17,32,8,-24,10,-24,1,7.49,2018/10/15至2018-10-21,49405,2171566,1503,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/15,31:15.6
3,677241,嗝嗝老师,4990,7941,165,10,30,9,70,92,70,3,7.86,2018/10/15至2018-10-21,49405,2171566,1503,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/15,31:15.6
4,589352,影,4889,60636,136,22,36,6,-53,-35,-53,-2,7.49,2018/10/15至2018-10-21,49405,2171566,1503,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/15,31:15.7
5,680979,我的间谍前男友,4009,4041,130,3,31,8,0,0,0,0,0,2018/10/15至2018-10-21,49405,2171566,1503,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/15,31:15.7
6,682895,雪怪大冒险,2714,2715,82,3,33,11,0,0,0,0,0,2018/10/15至2018-10-21,49405,2171566,1503,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/15,31:15.7
7,629824,宝贝儿,2156,2157,62,3,35,4,0,0,0,0,0,2018/10/15至2018-10-21,49405,2171566,1503,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/15,31:15.7
8,672319,李茶的姑妈,2057,59642,60,22,34,4,-65,-53,-65,-4,6.05,2018/10/15至2018-10-21,49405,2171566,1503,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/15,31:15.8
9,669661,胖子行动队,1629,25469,48,22,34,5,-58,-47,-58,-4,5.51,2018/10/15至2018-10-21,49405,2171566,1503,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/15,31:15.8
10,672933,悲伤逆流成河,1138,34937,34,31,33,5,-54,-35,-54,-3,6.05,2018/10/15至2018-10-21,49405,2171566,1503,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/15,31:15.8
1,678141,无双,25796,94266,712,15,36,12,-59,1,-59,9999,7.93,2018/10/8至2018-10-14,65296,2194636,1893,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/8,31:17.2
2,589352,影,10349,55747,289,15,36,8,-73,-26,-73,1,7.67,2018/10/8至2018-10-14,65296,2194636,1893,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/8,31:17.2
3,675304,找到你,9364,15352,293,10,32,11,72,142,72,5,7.57,2018/10/8至2018-10-14,65296,2194636,1893,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/8,31:17.2
4,672319,李茶的姑妈,5874,57585,170,15,35,6,-86,-48,-86,-2,6.05,2018/10/8至2018-10-14,65296,2194636,1893,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/8,31:17.2
5,669661,胖子行动队,3904,23840,114,15,34,6,-77,-33,-76,-1,5.51,2018/10/8至2018-10-14,65296,2194636,1893,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/8,31:17.3
6,677241,嗝嗝老师,2927,2951,97,3,30,10,0,0,0,0,0,2018/10/8至2018-10-14,65296,2194636,1893,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/8,31:17.3
7,672933,悲伤逆流成河,2496,33798,74,24,34,7,-73,-18,-73,-2,6.06,2018/10/8至2018-10-14,65296,2194636,1893,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/8,31:17.3
8,682120,超能泰坦,1207,1207,40,3,30,3,0,0,0,0,0,2018/10/8至2018-10-14,65296,2194636,1893,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/8,31:17.3
9,679295,阿凡提之奇缘历险,679,7309,20,14,34,5,-90,-65,-89,-3,6.08,2018/10/8至2018-10-14,65296,2194636,1893,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/8,31:17.4
10,629432,玛雅蜜蜂历险记,589,589,19,3,31,6,0,0,0,0,0,2018/10/8至2018-10-14,65296,2194636,1893,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/8,31:17.4
1,678141,无双,62988,68470,1721,8,37,30,1049,779,1042,5,7.57,2018/10/1至2018-10-07,190832,2467848,5408,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/1,31:18.7
2,672319,李茶的姑妈,40958,51711,1176,8,35,21,281,347,276,1,6.06,2018/10/1至2018-10-07,190832,2467848,5408,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/1,31:18.7
3,589352,影,38734,45398,1078,8,36,22,481,519,467,2,7.77,2018/10/1至2018-10-07,190832,2467848,5408,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/1,31:18.7
4,669661,胖子行动队,16666,19936,484,8,34,18,410,308,415,4,5.69,2018/10/1至2018-10-07,190832,2467848,5408,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/1,31:18.7
5,672933,悲伤逆流成河,9230,31303,275,17,34,20,-35,-68,-35,-3,5.96,2018/10/1至2018-10-07,190832,2467848,5408,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/1,31:18.8
6,679295,阿凡提之奇缘历险,6614,6631,190,7,35,16,0,0,0,40,0,2018/10/1至2018-10-07,190832,2467848,5408,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/1,31:18.8
7,682164,新灰姑娘,5498,5501,174,7,32,17,0,0,0,76,0,2018/10/1至2018-10-07,190832,2467848,5408,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/1,31:18.8
8,675304,找到你,5453,5988,171,3,32,16,0,0,0,0,0,2018/10/1至2018-10-07,190832,2467848,5408,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/1,31:18.8
9,653406,古剑奇谭之流月昭明,1328,1332,38,7,35,7,0,0,0,64,0,2018/10/1至2018-10-07,190832,2467848,5408,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/1,31:18.9
10,680427,黄金兄弟,1076,31476,31,17,35,15,-93,-96,-93,-9,5.98,2018/10/1至2018-10-07,190832,2467848,5408,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/10/1,31:18.9
1,680427,黄金兄弟,14594,30399,426,10,34,8,-8,68,-7,1,5.98,2018/9/24至2018-09-30,74995,2204799,2166,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/24,31:20.4
2,672933,悲伤逆流成河,14238,22073,423,10,34,10,82,165,81,2,5.99,2018/9/24至2018-09-30,74995,2204799,2166,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/24,31:20.5
3,672319,李茶的姑妈,10753,10753,313,1,34,25,0,0,0,0,0,2018/9/24至2018-09-30,74995,2204799,2166,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/24,31:20.5
4,668657,反贪风暴3,6811,43931,189,17,36,7,-59,-54,-59,-3,6.15,2018/9/24至2018-09-30,74995,2204799,2166,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/24,31:20.5
5,589352,影,6663,6665,190,1,35,24,0,0,0,0,0,2018/9/24至2018-09-30,74995,2204799,2166,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/24,31:20.5
6,678141,无双,5482,5482,151,1,36,23,0,0,0,0,0,2018/9/24至2018-09-30,74995,2204799,2166,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/24,31:20.6
7,657756,碟中谍6：全面瓦解,4919,124521,133,31,37,7,-44,-39,-44,-4,8.03,2018/9/24至2018-09-30,74995,2204799,2166,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/24,31:20.6
8,669661,胖子行动队,3270,3270,94,1,35,14,0,0,0,0,0,2018/9/24至2018-09-30,74995,2204799,2166,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/24,31:20.6
9,672829,江湖儿女,2590,6718,77,10,34,4,-37,22,-37,-4,7.89,2018/9/24至2018-09-30,74995,2204799,2166,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/24,31:20.6
10,675234,大闹西游,1378,3604,41,9,34,6,-24,46,-25,-4,0,2018/9/24至2018-09-30,74995,2204799,2166,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/24,31:20.7
1,668657,反贪风暴3,16621,37120,460,10,36,8,-19,52,-20,9999,6.15,2018/9/17至2018-09-23,63248,2165141,1815,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/17,31:22.2
2,680427,黄金兄弟,15805,15805,457,3,35,15,0,0,0,0,0,2018/9/17至2018-09-23,63248,2165141,1815,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/17,31:22.2
3,657756,碟中谍6：全面瓦解,8760,119602,235,24,37,8,-48,-47,-50,-1,8.03,2018/9/17至2018-09-23,63248,2165141,1815,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/17,31:22.2
4,672933,悲伤逆流成河,7835,7835,234,3,34,14,0,0,0,0,0,2018/9/17至2018-09-23,63248,2165141,1815,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/17,31:22.2
5,672829,江湖儿女,4113,4129,122,3,34,8,0,0,0,0,0,2018/9/17至2018-09-23,63248,2165141,1815,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/17,31:22.2
6,675234,大闹西游,1815,2226,54,2,34,11,0,0,0,0,0,2018/9/17至2018-09-23,63248,2165141,1815,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/17,31:22.3
7,671969,镰仓物语,1754,4281,55,10,32,4,-31,17,-32,-3,6.9,2018/9/17至2018-09-23,63248,2165141,1815,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/17,31:22.3
8,323025,虎胆追凶,1340,1341,43,3,31,5,0,0,0,0,0,2018/9/17至2018-09-23,63248,2165141,1815,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/17,31:22.3
9,681012,阿尔法：狼伴归途,717,11262,21,17,34,3,-80,-73,-80,-6,6.76,2018/9/17至2018-09-23,63248,2165141,1815,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/17,31:22.3
10,676247,蚁人2：黄蜂女现身,700,83155,20,31,36,4,-70,-65,-70,-5,7.41,2018/9/17至2018-09-23,63248,2165141,1815,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/17,31:22.4
1,668657,反贪风暴3,20469,20500,574,3,36,15,0,0,0,0,0,2018/9/10至2018-09-16,53633,2066641,1537,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/10,31:23.3
2,657756,碟中谍6：全面瓦解,16989,110842,468,17,36,8,-58,-29,-58,-1,8.04,2018/9/10至2018-09-16,53633,2066641,1537,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/10,31:23.3
3,681012,阿尔法：狼伴归途,3505,10545,102,10,34,4,-50,26,-51,-1,6.76,2018/9/10至2018-09-16,53633,2066641,1537,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/10,31:23.3
4,671969,镰仓物语,2525,2526,81,3,31,8,0,0,0,0,0,2018/9/10至2018-09-16,53633,2066641,1537,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/10,31:23.3
5,676247,蚁人2：黄蜂女现身,2294,82455,65,24,35,5,-62,-42,-62,-2,7.41,2018/9/10至2018-09-16,53633,2066641,1537,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/10,31:23.4
6,636161,传奇的诞生,931,2675,31,10,31,4,-46,-2,-46,-1,7.6,2018/9/10至2018-09-16,53633,2066641,1537,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/10,31:23.4
7,654239,快把我哥带走,917,37265,29,31,32,4,-62,-41,-62,-3,7.52,2018/9/10至2018-09-16,53633,2066641,1537,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/10,31:23.4
8,642601,说走就走之不说再见,703,710,24,3,30,6,0,0,0,0,0,2018/9/10至2018-09-16,53633,2066641,1537,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/10,31:23.4
9,671983,西虹市首富,602,254146,18,52,33,5,-38,-15,-38,1,6.7,2018/9/10至2018-09-16,53633,2066641,1537,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/10,31:23.5
10,677028,一出好戏,564,135280,17,38,34,5,-60,-45,-59,-4,7.56,2018/9/10至2018-09-16,53633,2066641,1537,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/10,31:23.5
1,657756,碟中谍6：全面瓦解,40752,93853,1116,10,37,14,-23,82,-22,9999,8.04,2018/9/3至2018-09-09,68684,2009610,1947,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/3,31:25.8
2,681012,阿尔法：狼伴归途,7023,7040,207,3,34,11,0,0,0,0,0,2018/9/3至2018-09-09,68684,2009610,1947,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2018/9/3,31:25.9
